"coil_id";"parent_coil_id";"production_date";"completion_ts";"shift_code";"thickness_mm";"width_mm";"mass_out_tons";"Hours";"Grade";"NextProcess";"type_code";"is_prime";"is_scrap";"gap_from_prev_completion_min";"gap_from_prev_parent_min";"start_datetime";"end_datetime";"total_cycle_time_min"
"7251046";"7251046";"2024-04-01";"2024-04-01 10:58:20.000000";"A";1.5;1235.0;1.44;"10:58:20";"AC2 31";"13";"HX";"0";"1";8.417;8.417;"2024-04-01 10:50:28.740347";"2024-04-01 10:58:20.000000";7.854
"7251046";"7251046";"2024-04-01";"2024-04-01 11:08:34.000000";"A";1.5;1235.0;21.52;"11:08:34";"AC2 31";"13";"HL";"1";"0";10.233;8.417;"2024-04-01 11:01:09.723444";"2024-04-01 11:08:34.000000";7.405
"7232070";"7232070";"2024-04-01";"2024-04-01 11:16:54.000000";"A";1.75;1168.0;0.88;"11:16:54";"AC2 31";"13";"HX";"0";"1";8.333;8.333;"2024-04-01 11:08:12.528996";"2024-04-01 11:16:54.000000";8.691
"7232070";"7232070";"2024-04-01";"2024-04-01 11:24:35.000000";"A";1.75;1168.0;10.56;"11:24:35";"AC2 31";"13";"HL";"1";"0";7.683;8.333;"2024-04-01 11:15:42.174228";"2024-04-01 11:24:35.000000";8.88
"7232070";"7232070";"2024-04-01";"2024-04-01 11:31:30.000000";"A";1.75;1168.0;10.22;"11:31:30";"AC2 31";"13";"HL";"1";"0";6.917;8.333;"2024-04-01 11:23:28.600044";"2024-04-01 11:31:30.000000";8.023
"7252038";"7252038";"2024-04-01";"2024-04-01 11:45:53.000000";"A";1.5;1232.0;1.68;"11:45:53";"AC2 31";"13";"HX";"0";"1";14.383;14.383;"2024-04-01 11:38:21.954016";"2024-04-01 11:45:53.000000";7.517
"7252038";"7252038";"2024-04-01";"2024-04-01 12:02:06.000000";"A";1.5;1232.0;21.3;"12:02:06";"AC2 31";"13";"HL";"1";"0";16.217;14.383;"2024-04-01 11:54:35.523926";"2024-04-01 12:02:06.000000";7.508
"7248046";"7248046";"2024-04-01";"2024-04-01 12:16:08.000000";"A";1.5;1228.0;23.08;"12:16:08";"AC2 31";"13";"HL";"1";"0";14.033;14.033;"2024-04-01 12:07:16.524806";"2024-04-01 12:16:08.000000";8.858
"7265032";"7265032";"2024-04-01";"2024-04-01 12:28:42.000000";"A";1.75;1231.0;23.04;"12:28:42";"AC2 31";"13";"HL";"1";"0";12.567;12.567;"2024-04-01 12:20:34.697693";"2024-04-01 12:28:42.000000";8.122
"7265061";"7265061";"2024-04-01";"2024-04-01 12:42:34.000000";"A";1.75;1226.0;1.18;"12:42:34";"AC5 34";"13";"HX";"0";"1";13.867;13.867;"2024-04-01 12:33:18.875356";"2024-04-01 12:42:34.000000";9.252
"7265061";"7265061";"2024-04-01";"2024-04-01 12:57:42.000000";"A";1.75;1226.0;20.96;"12:57:42";"AC5 34";"13";"HL";"1";"0";15.133;13.867;"2024-04-01 12:49:46.545663";"2024-04-01 12:57:42.000000";7.924
"7265061";"7265061";"2024-04-01";"2024-04-01 13:04:08.000000";"A";1.75;1226.0;1.04;"13:04:08";"AC5 34";"13";"HX";"0";"1";6.433;13.867;"2024-04-01 12:56:23.072122";"2024-04-01 13:04:08.000000";7.749
"7265062";"7265062";"2024-04-01";"2024-04-01 13:12:58.000000";"A";1.75;1235.0;1.52;"13:12:58";"AC5 34";"13";"HX";"0";"1";8.833;8.833;"2024-04-01 13:05:04.576646";"2024-04-01 13:12:58.000000";7.89
"7252042";"7252042";"2024-04-01";"2024-04-01 13:56:25.000000";"A";1.5;1230.0;22.86;"13:56:25";"AC2 31";"13";"HL";"1";"0";43.45;0.0;"2024-04-01 13:48:37.513587";"2024-04-01 13:56:25.000000";7.791
"7265062";"7265062";"2024-04-01";"2024-04-01 14:37:26.000000";"A";1.75;1235.0;20.58;"14:37:26";"AC5 34";"13";"98";"1";"0";41.017;8.833;"2024-04-01 14:28:52.204652";"2024-04-01 14:37:26.000000";8.563
"7239058";"7239058";"2024-04-01";"2024-04-01 14:53:52.000000";"A";1.9;1229.0;22.04;"14:53:52";"AC2 31";"13";"HL";"1";"0";16.433;0.0;"2024-04-01 14:45:18.667177";"2024-04-01 14:53:52.000000";8.556
"7241058";"7241058";"2024-04-01";"2024-04-01 15:11:03.000000";"A";1.86;1246.0;23.66;"15:11:03";"AC2 32";"13";"HL";"1";"0";17.183;17.183;"2024-04-01 15:03:05.857576";"2024-04-01 15:11:03.000000";7.952
"7240055";"7240055";"2024-04-01";"2024-04-01 15:24:14.000000";"A";1.9;1233.0;22.98;"15:24:14";"AC2 31";"13";"HL";"1";"0";13.183;13.183;"2024-04-01 15:15:59.448330";"2024-04-01 15:24:14.000000";8.243
"7261014";"7261014";"2024-04-01";"2024-04-01 15:36:33.000000";"A";2.9;1234.0;11.66;"15:36:33";"AC2 31";"13";"HL";"1";"0";12.317;12.317;"2024-04-01 15:23:55.422053";"2024-04-01 15:36:33.000000";12.626
"7261014";"7261014";"2024-04-01";"2024-04-01 15:42:43.000000";"A";2.9;1234.0;8.74;"15:42:43";"AC2 31";"13";"98";"1";"0";6.167;12.317;"2024-04-01 15:31:19.235737";"2024-04-01 15:42:43.000000";11.396
"7261014";"7261014";"2024-04-01";"2024-04-01 15:49:41.000000";"A";2.9;1234.0;2.46;"15:49:41";"AC2 31";"13";"HX";"0";"1";6.967;12.317;"2024-04-01 15:37:23.918567";"2024-04-01 15:49:41.000000";12.285
"7234054";"7234054";"2024-04-01";"2024-04-01 15:56:14.000000";"A";1.9;1232.0;2.02;"15:56:14";"AC2 31";"13";"HX";"0";"1";6.55;6.55;"2024-04-01 15:49:11.218210";"2024-04-01 15:56:14.000000";7.046
"7234054";"7234054";"2024-04-01";"2024-04-01 16:11:42.000000";"A";1.9;1232.0;20.96;"16:11:42";"AC2 31";"13";"HL";"1";"0";15.467;6.55;"2024-04-01 16:03:20.944723";"2024-04-01 16:11:42.000000";8.351
"7252051";"7252051";"2024-04-01";"2024-04-01 16:19:00.000000";"A";1.5;1231.0;1.02;"16:19:00";"AC2 31";"13";"HX";"0";"1";7.3;7.3;"2024-04-01 16:12:08.578146";"2024-04-01 16:19:00.000000";6.857
"7252051";"7252051";"2024-04-01";"2024-04-01 16:28:05.000000";"A";1.5;1231.0;22.04;"16:28:05";"AC2 31";"13";"HL";"1";"0";9.083;7.3;"2024-04-01 16:21:05.203742";"2024-04-01 16:28:05.000000";6.997
"7261085";"7261085";"2024-04-01";"2024-04-01 16:44:38.000000";"A";1.75;1229.0;23.7;"16:44:38";"AC2 31";"13";"HL";"1";"0";16.55;16.55;"2024-04-01 16:37:21.533516";"2024-04-01 16:44:38.000000";7.274
"7231058";"7231058";"2024-04-01";"2024-04-01 16:59:23.000000";"A";1.9;1166.0;21.22;"16:59:23";"AC2 31";"13";"HL";"1";"0";14.75;14.75;"2024-04-01 16:51:07.713829";"2024-04-01 16:59:23.000000";8.255
"7251071";"7251071";"2024-04-01";"2024-04-01 17:11:02.000000";"A";1.8;1175.0;10.68;"17:11:02";"AC2 31";"13";"HL";"1";"0";11.65;11.65;"2024-04-01 17:01:40.779446";"2024-04-01 17:11:02.000000";9.354
"7251071";"7251071";"2024-04-01";"2024-04-01 17:24:54.000000";"A";1.8;1175.0;10.4;"17:24:54";"AC2 31";"13";"HL";"1";"0";13.867;11.65;"2024-04-01 17:17:29.756292";"2024-04-01 17:24:54.000000";7.404
"7251071";"7251071";"2024-04-01";"2024-04-01 17:30:28.000000";"A";1.8;1175.0;0.68;"17:30:28";"AC2 31";"13";"HX";"0";"1";5.567;11.65;"2024-04-01 17:23:31.371294";"2024-04-01 17:30:28.000000";6.944
"7262035";"7262035";"2024-04-01";"2024-04-01 18:06:41.000000";"B";1.5;1235.0;1.24;"18:06:41";"AC2 31";"13";"HX";"0";"1";36.217;0.0;"2024-04-01 17:59:58.896765";"2024-04-01 18:06:41.000000";6.702
"7262035";"7262035";"2024-04-01";"2024-04-01 18:19:41.000000";"B";1.5;1235.0;21.16;"18:19:41";"AC2 31";"13";"HL";"1";"0";13.0;0.0;"2024-04-01 18:13:05.063372";"2024-04-01 18:19:41.000000";6.599
"7231033";"7231033";"2024-04-01";"2024-04-01 18:27:32.000000";"B";1.5;1232.0;1.6;"18:27:32";"AC2 31";"13";"HX";"0";"1";7.85;7.85;"2024-04-01 18:19:43.861889";"2024-04-01 18:27:32.000000";7.802
"7231033";"7231033";"2024-04-01";"2024-04-01 18:40:18.000000";"B";1.5;1232.0;21.24;"18:40:18";"AC2 31";"13";"HL";"1";"0";12.767;7.85;"2024-04-01 18:33:48.731933";"2024-04-01 18:40:18.000000";6.488
"7240056";"7240056";"2024-04-01";"2024-04-01 18:46:36.000000";"B";1.9;1229.0;0.76;"18:46:36";"AC2 31";"13";"HX";"0";"1";6.3;6.3;"2024-04-01 18:38:45.730379";"2024-04-01 18:46:36.000000";7.838
"7240056";"7240056";"2024-04-01";"2024-04-01 18:57:22.000000";"B";1.9;1229.0;21.18;"18:57:22";"AC2 31";"13";"HL";"1";"0";10.767;6.3;"2024-04-01 18:50:53.949877";"2024-04-01 18:57:22.000000";6.468
"7214036";"7214036";"2024-04-01";"2024-04-01 19:07:48.000000";"B";1.86;1241.0;1.5;"19:07:48";"RC3 1";"4";"HX";"0";"1";10.433;10.433;"2024-04-01 19:00:25.113568";"2024-04-01 19:07:48.000000";7.381
"7214036";"7214036";"2024-04-01";"2024-04-01 19:21:51.000000";"B";1.86;1241.0;21.06;"19:21:51";"RC3 1";"4";"98";"1";"0";14.05;10.433;"2024-04-01 19:14:20.244863";"2024-04-01 19:21:51.000000";7.513
"7250019";"7250019";"2024-04-01";"2024-04-01 19:40:56.000000";"B";4.0;1256.0;18.84;"19:40:56";"AC2 32";"4";"98";"1";"0";19.083;19.083;"2024-04-01 19:29:34.176010";"2024-04-01 19:40:56.000000";11.364
"7250019";"7250019";"2024-04-01";"2024-04-01 19:46:28.000000";"B";4.0;1256.0;4.62;"19:46:28";"AC2 32";"4";"HX";"0";"1";5.533;19.083;"2024-04-01 19:33:20.633433";"2024-04-01 19:46:28.000000";13.123
"7232069";"7232069";"2024-04-01";"2024-04-01 19:53:39.000000";"B";1.75;1170.0;1.96;"19:53:39";"AC2 31";"13";"HX";"0";"1";7.183;7.183;"2024-04-01 19:46:34.215840";"2024-04-01 19:53:39.000000";7.08
"7232069";"7232069";"2024-04-01";"2024-04-01 20:03:41.000000";"B";1.75;1170.0;10.72;"20:03:41";"AC2 31";"13";"HL";"1";"0";10.033;7.183;"2024-04-01 19:55:41.445083";"2024-04-01 20:03:41.000000";7.993
"7232069";"7232069";"2024-04-01";"2024-04-01 20:12:05.000000";"B";1.75;1170.0;8.96;"20:12:05";"AC2 31";"13";"HL";"1";"0";8.4;7.183;"2024-04-01 20:04:34.718487";"2024-04-01 20:12:05.000000";7.505
"7228065";"7228065";"2024-04-01";"2024-04-01 20:21:01.000000";"B";2.0;974.0;1.56;"20:21:01";"AC1 31";"4";"HX";"0";"1";8.933;8.933;"2024-04-01 20:12:16.835915";"2024-04-01 20:21:01.000000";8.736
"7228065";"7228065";"2024-04-01";"2024-04-01 20:31:47.000000";"B";2.0;974.0;13.6;"20:31:47";"AC1 31";"4";"98";"1";"0";10.767;8.933;"2024-04-01 20:24:11.284713";"2024-04-01 20:31:47.000000";7.595
"7131082";"7131082";"2024-04-01";"2024-04-01 20:46:11.000000";"B";2.0;975.0;14.54;"20:46:11";"AC1 31";"4";"98";"1";"0";14.4;14.4;"2024-04-01 20:37:41.195221";"2024-04-01 20:46:11.000000";8.497
"7131082";"7131082";"2024-04-01";"2024-04-01 20:50:55.000000";"B";2.0;975.0;0.38;"20:50:55";"AC1 31";"4";"HX";"0";"1";4.733;14.4;"2024-04-01 20:42:49.464902";"2024-04-01 20:50:55.000000";8.092
"7139122";"7139122";"2024-04-01";"2024-04-01 21:01:37.000000";"B";1.9;899.0;12.16;"21:01:37";"AC1 31";"13";"HL";"1";"0";10.7;10.7;"2024-04-01 20:54:14.579583";"2024-04-01 21:01:37.000000";7.374
"7139121";"7139121";"2024-04-01";"2024-04-01 21:10:56.000000";"B";1.9;901.0;1.38;"21:10:56";"AC1 31";"13";"HX";"0";"1";9.317;9.317;"2024-04-01 21:03:28.411102";"2024-04-01 21:10:56.000000";7.46
"7139121";"7139121";"2024-04-01";"2024-04-01 21:19:57.000000";"B";1.9;901.0;11.5;"21:19:57";"AC1 31";"13";"HL";"1";"0";9.017;9.317;"2024-04-01 21:12:07.493045";"2024-04-01 21:19:57.000000";7.825
"7228063";"7228063";"2024-04-01";"2024-04-01 21:32:42.000000";"B";2.0;975.0;1.22;"21:32:42";"AC1 31";"4";"HX";"0";"1";12.75;12.75;"2024-04-01 21:26:17.795622";"2024-04-01 21:32:42.000000";6.403
"7228063";"7228063";"2024-04-01";"2024-04-01 21:44:35.000000";"B";2.0;975.0;13.94;"21:44:35";"AC1 31";"4";"98";"1";"0";11.883;12.75;"2024-04-01 21:37:08.722150";"2024-04-01 21:44:35.000000";7.438
"7144075";"7144075";"2024-04-01";"2024-04-01 21:49:54.000000";"B";2.5;953.0;0.78;"21:49:54";"AC2 32";"4";"HX";"0";"1";5.317;5.317;"2024-04-01 21:37:49.170236";"2024-04-01 21:49:54.000000";12.08
"7144075";"7144075";"2024-04-01";"2024-04-01 21:57:54.000000";"B";2.5;953.0;16.08;"21:57:54";"AC2 32";"4";"98";"1";"0";8.0;5.317;"2024-04-01 21:45:13.181310";"2024-04-01 21:57:54.000000";12.68
"7144075";"7144075";"2024-04-01";"2024-04-01 21:58:54.000000";"B";2.5;953.0;0.68;"21:58:54";"AC2 32";"4";"HX";"0";"1";1.0;5.317;"2024-04-01 21:47:11.276358";"2024-04-01 21:58:54.000000";11.712
"7240062";"7240062";"2024-04-01";"2024-04-01 22:32:51.000000";"B";1.9;1226.0;0.64;"22:32:51";"AC2 31";"13";"HX";"0";"1";33.95;0.0;"2024-04-01 22:26:29.502073";"2024-04-01 22:32:51.000000";6.358
"7240062";"7240062";"2024-04-01";"2024-04-01 23:19:39.000000";"B";1.9;1226.0;21.16;"23:19:39";"AC2 31";"13";"HL";"1";"0";46.8;0.0;"2024-04-01 23:12:28.573450";"2024-04-01 23:19:39.000000";7.174
"7240062";"7240062";"2024-04-01";"2024-04-01 23:28:01.000000";"B";1.9;1226.0;1.38;"23:28:01";"AC2 31";"13";"HX";"0";"1";8.367;0.0;"2024-04-01 23:20:55.179582";"2024-04-01 23:28:01.000000";7.097
"7263038";"7263038";"2024-04-01";"2024-04-01 23:34:45.000000";"B";1.75;1227.0;0.6;"23:34:45";"AC2 31";"13";"HX";"0";"1";6.733;6.733;"2024-04-01 23:27:02.422317";"2024-04-01 23:34:45.000000";7.71
"7263038";"7263038";"2024-04-01";"2024-04-01 23:47:35.000000";"B";1.75;1227.0;22.72;"23:47:35";"AC2 31";"13";"HL";"1";"0";12.833;6.733;"2024-04-01 23:40:11.690662";"2024-04-01 23:47:35.000000";7.388
